Category,Order Date,Sub-Category,Sales
Office Supplies,12/31/2019,Art,29.68
Office Supplies,1/13/2022,Art,209.94
Office Supplies,12/9/2021,Art,19.46
Office Supplies,5/20/2022,Art,21.5
Office Supplies,5/20/2022,Art,25.92
Office Supplies,5/20/2022,Art,131.94
Office Supplies,12/28/2022,Art,2.48
Office Supplies,10/31/2021,Art,12.39
Office Supplies,2/20/2022,Art,6.56
Office Supplies,10/22/2022,Art,36.44
Office Supplies,9/7/2019,Art,21.864
Office Supplies,9/8/2019,Art,9.936
Office Supplies,9/8/2019,Art,32.064
Office Supplies,11/11/2019,Art,67.56
Office Supplies,11/12/2019,Art,2.672
Office Supplies,12/2/2019,Art,16.464
Office Supplies,1/3/2020,Art,7.056
Office Supplies,3/1/2020,Art,55.328
Office Supplies,4/6/2020,Art,42.048
Office Supplies,4/18/2020,Art,7.872
Office Supplies,4/18/2020,Art,74.352
Office Supplies,10/8/2020,Art,3.44
Office Supplies,11/7/2020,Art,23.64
Office Supplies,11/21/2020,Art,5.344
Office Supplies,12/5/2020,Art,45.04
Office Supplies,3/14/2021,Art,145.544
Office Supplies,3/21/2021,Art,1.344
Office Supplies,4/15/2021,Art,33.488
Office Supplies,5/2/2021,Art,86.352
Office Supplies,6/12/2021,Art,11.264
Office Supplies,7/8/2021,Art,47.616
Office Supplies,7/10/2021,Art,154.24
Office Supplies,7/23/2021,Art,4.448
Office Supplies,7/23/2021,Art,175.92
Office Supplies,9/4/2021,Art,3.912
Office Supplies,9/4/2021,Art,62.376
Office Supplies,9/8/2021,Art,70.368
Office Supplies,10/13/2021,Art,15.872
Office Supplies,11/18/2021,Art,6.368
Office Supplies,11/22/2021,Art,23.616
Office Supplies,11/24/2021,Art,14.04
Office Supplies,11/26/2021,Art,17.856
Office Supplies,12/9/2021,Art,9.328
Office Supplies,1/1/2022,Art,12.736
Office Supplies,1/2/2022,Art,31.744
Office Supplies,2/5/2022,Art,7.12
Office Supplies,2/17/2022,Art,175.44
Office Supplies,3/6/2022,Art,63.488
Office Supplies,3/18/2022,Art,23.832
Office Supplies,5/11/2022,Art,5.248
Office Supplies,5/14/2022,Art,46.2
Office Supplies,8/11/2022,Art,9.184
Office Supplies,8/17/2022,Art,8.016
Office Supplies,8/27/2022,Art,5.952
Office Supplies,9/4/2022,Art,30.384
Office Supplies,9/4/2022,Art,10.192
Office Supplies,9/4/2022,Art,13.12
Office Supplies,9/15/2022,Art,31.744
Office Supplies,9/17/2022,Art,9.912
Office Supplies,9/18/2022,Art,8.928
Office Supplies,10/1/2022,Art,6.672
Office Supplies,10/3/2022,Art,20.64
Office Supplies,10/9/2022,Art,67.144
Office Supplies,10/23/2022,Art,10.272
Office Supplies,10/31/2022,Art,5.248
Office Supplies,11/14/2022,Art,45.04
Office Supplies,11/19/2022,Art,31.776
Office Supplies,11/19/2022,Art,13.04
Office Supplies,11/19/2022,Art,99.136
Office Supplies,11/22/2022,Art,35.712
Office Supplies,11/25/2022,Art,18.688
Office Supplies,12/2/2022,Art,12.16
Office Supplies,12/25/2022,Art,31.744
Office Supplies,12/28/2022,Art,27.168
Office Supplies,12/1/2019,Art,46.64
Office Supplies,3/8/2020,Art,14.98
Office Supplies,4/25/2020,Art,57.75
Office Supplies,12/22/2020,Art,17.12
Office Supplies,5/30/2021,Art,5.56
Office Supplies,5/30/2021,Art,14.7
Office Supplies,9/25/2021,Art,3.04
Office Supplies,9/7/2019,Binders,3.828
Office Supplies,9/7/2019,Binders,304.99
Office Supplies,10/14/2019,Binders,2.946
Office Supplies,10/20/2019,Binders,8.682
Office Supplies,11/18/2019,Binders,14.48
Office Supplies,11/18/2019,Binders,2.892
Office Supplies,11/22/2019,Binders,9.98
Office Supplies,12/6/2019,Binders,4.6
Office Supplies,12/14/2019,Binders,9.264
Office Supplies,12/14/2019,Binders,5.104
Office Supplies,12/22/2019,Binders,17.904
Office Supplies,12/26/2019,Binders,8.69
Office Supplies,3/5/2020,Binders,11.212
Office Supplies,3/8/2020,Binders,8.568
Office Supplies,5/24/2020,Binders,7.656
Office Supplies,5/31/2020,Binders,3.564
Office Supplies,7/12/2020,Binders,1.928
Office Supplies,7/20/2020,Binders,2.88
Office Supplies,9/20/2020,Binders,2.808
Office Supplies,9/27/2020,Binders,15.08
Office Supplies,10/1/2020,Binders,2.992
Office Supplies,10/22/2020,Binders,5.176
Office Supplies,11/15/2020,Binders,11.364
Office Supplies,1/30/2021,Binders,1.728
Office Supplies,3/6/2021,Binders,1.728
Office Supplies,3/21/2021,Binders,3.168
Office Supplies,4/21/2021,Binders,44.848
Office Supplies,5/3/2021,Binders,2.182
Office Supplies,5/6/2021,Binders,3.208
Office Supplies,5/17/2021,Binders,2.89
Office Supplies,5/21/2021,Binders,3.798
Office Supplies,6/21/2021,Binders,0.836
Office Supplies,7/23/2021,Binders,11.416
Office Supplies,8/4/2021,Binders,3.98
Office Supplies,8/29/2021,Binders,1.788
Office Supplies,9/3/2021,Binders,8.808
Office Supplies,9/11/2021,Binders,1.908
Office Supplies,9/19/2021,Binders,2.308
Office Supplies,9/24/2021,Binders,442.372
Office Supplies,9/30/2021,Binders,1.964
Office Supplies,11/13/2021,Binders,3.136
Office Supplies,12/16/2021,Binders,4.788
Office Supplies,12/19/2021,Binders,1.8
Office Supplies,1/29/2022,Binders,12.128
Office Supplies,2/25/2022,Binders,1.788
Office Supplies,3/31/2022,Binders,13.468
Office Supplies,4/24/2022,Binders,10.43
Office Supplies,4/30/2022,Binders,43.372
Office Supplies,5/22/2022,Binders,1.592
Office Supplies,5/28/2022,Binders,3.564
Office Supplies,6/8/2022,Binders,12.176
Office Supplies,6/16/2022,Binders,5.936
Office Supplies,6/17/2022,Binders,2.304
Office Supplies,6/17/2022,Binders,9.36
Office Supplies,6/22/2022,Binders,3.036
Office Supplies,6/24/2022,Binders,182.994
Office Supplies,7/21/2022,Binders,2.864
Office Supplies,7/21/2022,Binders,94.192
Office Supplies,7/21/2022,Binders,2.112
Office Supplies,8/19/2022,Binders,2.296
Office Supplies,8/29/2022,Binders,3.24
Office Supplies,9/3/2022,Binders,42.616
Office Supplies,9/10/2022,Binders,762.594
Office Supplies,10/13/2022,Binders,96.784
Office Supplies,10/14/2022,Binders,13.456
Office Supplies,10/14/2022,Binders,27.396
Office Supplies,11/5/2022,Binders,16.03
Office Supplies,11/26/2022,Binders,33.568
Office Supplies,12/7/2022,Binders,1889.99
Office Supplies,12/23/2022,Binders,13.84
Office Supplies,12/28/2022,Binders,1.68
Office Supplies,11/16/2019,Binders,29.12
Office Supplies,12/20/2019,Binders,1103.97
Office Supplies,4/18/2020,Binders,38.22
Office Supplies,8/13/2020,Binders,11.36
Office Supplies,10/12/2020,Binders,12.56
Office Supplies,11/9/2020,Binders,10.74
Office Supplies,3/4/2021,Binders,128.4
Office Supplies,10/2/2021,Binders,34.37
Office Supplies,10/2/2021,Binders,735.98
Office Supplies,11/5/2021,Binders,104.9
Office Supplies,11/12/2021,Binders,17.38
Office Supplies,11/20/2021,Binders,4.91
Office Supplies,5/13/2022,Binders,914.97
Office Supplies,5/29/2022,Binders,43.41
Office Supplies,6/1/2022,Binders,17.38
Office Supplies,7/1/2022,Binders,169.99
Office Supplies,8/5/2022,Binders,125.88
Office Supplies,11/27/2022,Binders,497.94
Office Supplies,12/9/2022,Binders,10.4
Office Supplies,9/14/2020,Binders,25.9
Office Supplies,9/24/2020,Binders,15.24
Office Supplies,11/3/2021,Binders,27.24
Office Supplies,12/2/2021,Binders,115.84
Office Supplies,1/30/2022,Binders,7.71
Office Supplies,1/30/2022,Binders,18.28
Office Supplies,1/30/2022,Binders,32.35
Office Supplies,12/11/2022,Binders,5.4
Office Supplies,9/12/2019,Binders,331.96
Office Supplies,5/25/2020,Binders,127.96
Office Supplies,11/27/2021,Binders,152
Office Supplies,7/8/2021,Binders,107.984
Office Supplies,7/8/2021,Binders,863.64
Office Supplies,10/10/2021,Binders,120.784
Office Supplies,7/8/2022,Binders,8.74
Office Supplies,7/8/2022,Binders,19.97
Office Supplies,10/10/2022,Binders,16.39
Office Supplies,11/14/2019,Binders,11.52
Office Supplies,11/14/2019,Binders,12.72
Office Supplies,11/23/2019,Binders,14.67
Office Supplies,4/4/2020,Binders,12.76
Office Supplies,4/28/2020,Binders,3812.97
Office Supplies,6/1/2020,Binders,403.68
Office Supplies,7/5/2020,Binders,19
Office Supplies,8/10/2020,Binders,64.75
Office Supplies,10/19/2020,Binders,38.28
Office Supplies,12/5/2020,Binders,152.8
Office Supplies,12/11/2020,Binders,23
Office Supplies,12/17/2020,Binders,29.52
Office Supplies,12/31/2020,Binders,116.4
Office Supplies,4/9/2021,Binders,5.28
Office Supplies,6/26/2021,Binders,8.02
Office Supplies,9/1/2021,Binders,24.1
Office Supplies,9/1/2021,Binders,26.4
Office Supplies,9/1/2021,Binders,29.52
Office Supplies,9/20/2021,Binders,83.7
Office Supplies,11/22/2021,Binders,49.44
Office Supplies,11/25/2021,Binders,17.3
Office Supplies,12/17/2021,Binders,9892.74
Office Supplies,1/16/2022,Binders,5443.96
Office Supplies,1/21/2022,Binders,14.4
Office Supplies,1/21/2022,Binders,89.52
Office Supplies,3/11/2022,Binders,895.92
Office Supplies,4/9/2022,Binders,478.24
Office Supplies,4/20/2022,Binders,36.56
Office Supplies,4/20/2022,Binders,146.86
Office Supplies,5/20/2022,Binders,41.28
Office Supplies,10/2/2022,Binders,2.88
Office Supplies,10/2/2022,Binders,58.05
Office Supplies,11/23/2022,Binders,287.92
Office Supplies,12/1/2022,Binders,15.92
Office Supplies,12/9/2022,Binders,54.9
Office Supplies,12/9/2022,Binders,33.72
Office Supplies,12/9/2022,Binders,41.54
Office Supplies,9/23/2019,Binders,12.94
Office Supplies,9/23/2019,Binders,9449.95
Office Supplies,1/4/2020,Binders,32.34
Office Supplies,1/31/2020,Binders,32.96
Office Supplies,5/8/2020,Binders,43.98
Office Supplies,11/10/2020,Binders,74.76
Office Supplies,3/11/2021,Binders,17.46
Office Supplies,3/5/2022,Binders,18.69
Office Supplies,3/5/2022,Binders,127.96
Office Supplies,6/29/2022,Binders,11.54
Office Supplies,7/20/2022,Binders,735.98
Office Supplies,9/21/2022,Binders,20.16
Office Supplies,9/25/2022,Binders,8.26
Office Supplies,10/3/2022,Binders,1793.98
Office Supplies,8/7/2020,Binders,28.4
Office Supplies,11/9/2020,Binders,17.22
Office Supplies,11/10/2021,Binders,81.96
Office Supplies,4/14/2022,Binders,8.76
Office Supplies,5/18/2022,Binders,43.19
Office Supplies,9/7/2022,Binders,1577.94
Office Supplies,9/10/2022,Binders,13.71
Office Supplies,9/10/2022,Binders,16.2
Office Supplies,10/6/2019,Binders,15.36
Office Supplies,4/13/2020,Binders,17.43
Office Supplies,12/19/2020,Binders,7.04
Office Supplies,6/1/2022,Binders,53.9
Office Supplies,12/10/2022,Binders,34.5
Office Supplies,12/28/2022,Binders,25.9
Office Supplies,9/7/2019,Binders,32.06
Office Supplies,9/7/2019,Binders,42.81
Office Supplies,1/3/2021,Binders,11.88
Office Supplies,8/11/2021,Binders,41.86
Office Supplies,8/11/2021,Binders,77.56
Office Supplies,9/24/2021,Binders,6.38
Office Supplies,10/6/2021,Binders,28.85
Office Supplies,10/15/2021,Binders,121.6
Office Supplies,7/29/2022,Binders,33.48
Office Supplies,11/7/2022,Binders,38.16
Office Supplies,12/16/2022,Binders,10.8
Office Supplies,7/20/2022,Binders,43
Office Supplies,7/20/2022,Binders,60.83
Office Supplies,9/3/2019,Binders,7.68
Office Supplies,9/7/2019,Binders,2.92
Office Supplies,9/8/2019,Binders,51.184
Office Supplies,9/12/2019,Binders,5.18
Office Supplies,9/14/2019,Binders,8.552
Office Supplies,9/25/2019,Binders,2.724
Office Supplies,9/26/2019,Binders,0.876
Office Supplies,10/3/2019,Binders,1.788
Office Supplies,10/10/2019,Binders,0.898
Office Supplies,10/10/2019,Binders,11.98
Office Supplies,10/17/2019,Binders,10.78
Office Supplies,11/7/2019,Binders,26.046
Office Supplies,11/7/2019,Binders,1.476
Office Supplies,11/11/2019,Binders,1.234
Office Supplies,11/11/2019,Binders,896.99
Office Supplies,11/22/2019,Binders,6.928
Office Supplies,12/12/2019,Binders,210.392
Office Supplies,12/27/2019,Binders,4.984
Office Supplies,12/30/2019,Binders,2.286
Office Supplies,2/6/2020,Binders,2.934
Office Supplies,3/10/2020,Binders,1.112
Office Supplies,3/20/2020,Binders,2.512
Office Supplies,3/22/2020,Binders,14.112
Office Supplies,4/2/2020,Binders,9.156
Office Supplies,4/6/2020,Binders,6.9
Office Supplies,4/6/2020,Binders,9.648
Office Supplies,4/18/2020,Binders,1.476
Office Supplies,4/18/2020,Binders,4.312
Office Supplies,4/19/2020,Binders,310.392
Office Supplies,4/28/2020,Binders,12.176
Office Supplies,5/17/2020,Binders,33.28
Office Supplies,6/1/2020,Binders,5.728
Office Supplies,6/19/2020,Binders,5.792
Office Supplies,6/25/2020,Binders,0.984
Office Supplies,7/13/2020,Binders,41.568
Office Supplies,8/5/2020,Binders,1.362
Office Supplies,8/6/2020,Binders,6.23
Office Supplies,8/24/2020,Binders,2.724
Office Supplies,8/25/2020,Binders,3.798
Office Supplies,9/5/2020,Binders,4.47
Office Supplies,9/5/2020,Binders,16.27
Office Supplies,9/17/2020,Binders,6.588
Office Supplies,9/26/2020,Binders,2.08
Office Supplies,10/15/2020,Binders,3.96
Office Supplies,10/19/2020,Binders,1.72
Office Supplies,10/23/2020,Binders,6.08
Office Supplies,10/24/2020,Binders,3.592
Office Supplies,11/2/2020,Binders,29.372
Office Supplies,11/7/2020,Binders,32.06
Office Supplies,11/8/2020,Binders,10.476
Office Supplies,11/21/2020,Binders,1.696
Office Supplies,11/21/2020,Binders,7.98
Office Supplies,11/22/2020,Binders,2.544
Office Supplies,11/23/2020,Binders,23.912
Office Supplies,11/29/2020,Binders,8.784
Office Supplies,11/30/2020,Binders,3.882
Office Supplies,12/6/2020,Binders,2.772
Office Supplies,12/31/2020,Binders,3.656
Office Supplies,3/8/2021,Binders,8.856
Office Supplies,3/13/2021,Binders,1.272
Office Supplies,3/15/2021,Binders,22.386
Office Supplies,4/8/2021,Binders,1088.792
Office Supplies,5/9/2021,Binders,13.184
Office Supplies,5/9/2021,Binders,18.528
Office Supplies,5/21/2021,Binders,1.964
Office Supplies,6/11/2021,Binders,1.344
Office Supplies,6/11/2021,Binders,8.272
Office Supplies,6/12/2021,Binders,1.524
Office Supplies,7/23/2021,Binders,4.752
Office Supplies,7/30/2021,Binders,9.264
Office Supplies,8/18/2021,Binders,2.068
Office Supplies,8/22/2021,Binders,4.312
Office Supplies,8/28/2021,Binders,10.024
Office Supplies,8/28/2021,Binders,13.14
Office Supplies,9/2/2021,Binders,8.608
Office Supplies,9/26/2021,Binders,6.816
Office Supplies,9/26/2021,Binders,15.624
Office Supplies,10/10/2021,Binders,16.392
Office Supplies,10/13/2021,Binders,6.286
Office Supplies,11/5/2021,Binders,3.564
Office Supplies,11/5/2021,Binders,12.588
Office Supplies,11/14/2021,Binders,2.296
Office Supplies,11/19/2021,Binders,1.192
Office Supplies,11/19/2021,Binders,10.78
Office Supplies,11/22/2021,Binders,4.488
Office Supplies,11/22/2021,Binders,6.216
Office Supplies,12/30/2021,Binders,6.924
Office Supplies,1/1/2022,Binders,6.47
Office Supplies,1/1/2022,Binders,13.748
Office Supplies,1/12/2022,Binders,760.98
Office Supplies,1/15/2022,Binders,4.276
Office Supplies,1/15/2022,Binders,32.784
Office Supplies,2/5/2022,Binders,243.992
Office Supplies,2/9/2022,Binders,252.784
Office Supplies,3/2/2022,Binders,0.556
Office Supplies,3/2/2022,Binders,12.222
Office Supplies,3/17/2022,Binders,13.776
Office Supplies,3/18/2022,Binders,182.994
Office Supplies,4/11/2022,Binders,11.364
Office Supplies,4/16/2022,Binders,2.896
Office Supplies,4/16/2022,Binders,26.046
Office Supplies,4/21/2022,Binders,2.694
Office Supplies,4/21/2022,Binders,2.934
Office Supplies,5/6/2022,Binders,11.06
Office Supplies,5/12/2022,Binders,34.24
Office Supplies,5/18/2022,Binders,1.996
Office Supplies,5/18/2022,Binders,6.874
Office Supplies,5/23/2022,Binders,1.188
Office Supplies,6/4/2022,Binders,6.37
Office Supplies,6/19/2022,Binders,6.888
Office Supplies,7/2/2022,Binders,5.232
Office Supplies,7/5/2022,Binders,6.316
Office Supplies,7/5/2022,Binders,11.394
Office Supplies,8/4/2022,Binders,3.318
Office Supplies,8/11/2022,Binders,12.864
Office Supplies,8/18/2022,Binders,6.744
Office Supplies,8/18/2022,Binders,21.38
Office Supplies,9/8/2022,Binders,42.616
Office Supplies,9/17/2022,Binders,5.8
Office Supplies,9/22/2022,Binders,11.228
Office Supplies,9/30/2022,Binders,11.646
Office Supplies,10/7/2022,Binders,4.24
Office Supplies,10/19/2022,Binders,2.072
Office Supplies,10/23/2022,Binders,3.564
Office Supplies,10/23/2022,Binders,9.762
Office Supplies,11/4/2022,Binders,1.408
Office Supplies,11/4/2022,Binders,4.144
Office Supplies,11/4/2022,Binders,7.536
Office Supplies,11/6/2022,Binders,1.248
Office Supplies,11/11/2022,Binders,18.336
Office Supplies,11/12/2022,Binders,30.56
Office Supplies,11/14/2022,Binders,21.99
Office Supplies,11/19/2022,Binders,1525.188
Office Supplies,11/23/2022,Binders,6.104
Office Supplies,12/9/2022,Binders,1.248
Office Supplies,12/22/2022,Binders,6.33
Office Supplies,12/25/2022,Binders,3.168
Office Supplies,12/25/2022,Binders,39.582
Office Supplies,12/25/2022,Binders,40.98
Office Supplies,11/7/2019,Binders,12.39
Office Supplies,1/8/2021,Binders,106.05
Office Supplies,2/27/2021,Binders,56.82
Office Supplies,8/13/2021,Binders,8.52
Office Supplies,9/2/2021,Binders,8.26
Office Supplies,12/5/2021,Binders,171.55
Office Supplies,1/1/2022,Binders,3.6
Office Supplies,7/31/2022,Binders,17.52
Office Supplies,9/22/2022,Binders,33.04
Office Supplies,10/21/2022,Binders,21.9
Office Supplies,10/21/2022,Binders,38.82
Office Supplies,11/11/2022,Binders,18.24
Office Supplies,9/13/2020,Envelopes,7.824
Office Supplies,12/5/2020,Envelopes,12.224
Office Supplies,5/10/2021,Envelopes,7.072
Office Supplies,9/26/2021,Envelopes,8.928
Office Supplies,1/21/2022,Envelopes,268.576
Office Supplies,10/31/2022,Envelopes,9.912
Office Supplies,11/18/2022,Envelopes,55.584
Office Supplies,11/16/2019,Envelopes,78.35
Office Supplies,11/28/2019,Envelopes,64.02
Office Supplies,3/2/2020,Envelopes,101.88
Office Supplies,7/20/2020,Envelopes,106.75
Office Supplies,11/12/2021,Envelopes,287.52
Office Supplies,5/13/2022,Envelopes,180.96
Office Supplies,8/10/2022,Envelopes,70.08
Office Supplies,12/11/2022,Envelopes,7.28
Office Supplies,4/20/2020,Envelopes,180.96
Office Supplies,10/9/2020,Envelopes,57.96
Office Supplies,9/9/2022,Envelopes,17.48
Office Supplies,8/21/2022,Envelopes,15.28
Office Supplies,11/14/2022,Envelopes,15.28
Office Supplies,11/9/2020,Envelopes,26.22
Office Supplies,9/4/2021,Envelopes,16.56
Office Supplies,4/1/2022,Envelopes,28.4
Office Supplies,8/3/2021,Envelopes,81.54
Office Supplies,3/30/2022,Envelopes,325.86
Office Supplies,9/25/2019,Envelopes,3.264
Office Supplies,11/7/2019,Envelopes,74.352
Office Supplies,11/15/2019,Envelopes,604.656
Office Supplies,11/17/2019,Envelopes,7.08
Office Supplies,11/21/2019,Envelopes,1.632
Office Supplies,12/30/2019,Envelopes,12.984
Office Supplies,12/31/2019,Envelopes,49.568
Office Supplies,6/16/2020,Envelopes,28.752
Office Supplies,10/15/2020,Envelopes,4.464
Office Supplies,11/3/2020,Envelopes,6.608
Office Supplies,11/12/2020,Envelopes,223.888
Office Supplies,12/27/2020,Envelopes,113.328
Office Supplies,3/3/2021,Envelopes,36.6
Office Supplies,3/5/2021,Envelopes,149.352
Office Supplies,3/8/2021,Envelopes,146.352
Office Supplies,7/25/2021,Envelopes,20.936
Office Supplies,9/11/2021,Envelopes,99.568
Office Supplies,10/3/2021,Envelopes,15.648
Office Supplies,10/4/2021,Envelopes,59.752
Office Supplies,11/19/2021,Envelopes,40.968
Office Supplies,9/16/2022,Envelopes,17.568
Office Supplies,9/18/2022,Envelopes,114.848
Office Supplies,9/22/2022,Envelopes,13.392
Office Supplies,9/29/2022,Envelopes,27.968
Office Supplies,10/27/2022,Envelopes,15.84
Office Supplies,11/12/2022,Envelopes,12.224
Office Supplies,9/7/2019,Fasteners,13.16
Office Supplies,11/29/2019,Fasteners,12.624
Office Supplies,12/14/2019,Fasteners,2.896
Office Supplies,3/5/2020,Fasteners,7.104
Office Supplies,5/13/2020,Fasteners,16
Office Supplies,8/23/2020,Fasteners,12.032
Office Supplies,2/16/2021,Fasteners,6.976
Office Supplies,5/17/2021,Fasteners,7.896
Office Supplies,7/7/2021,Fasteners,2.632
Office Supplies,1/22/2022,Fasteners,15.12
Office Supplies,2/16/2022,Fasteners,18.368
Office Supplies,9/2/2022,Fasteners,16
Office Supplies,9/11/2022,Fasteners,10.528
Office Supplies,1/14/2022,Fasteners,2.52
Office Supplies,11/11/2022,Fasteners,45.92
Office Supplies,2/8/2020,Fasteners,5.81
Office Supplies,11/2/2022,Fasteners,18.24
Office Supplies,4/4/2020,Fasteners,5.84
Office Supplies,7/28/2021,Fasteners,20.44
Office Supplies,12/23/2021,Fasteners,24.85
Office Supplies,12/1/2022,Fasteners,52.29
Office Supplies,3/5/2022,Fasteners,7.9
Office Supplies,8/21/2022,Fasteners,35
Office Supplies,12/19/2020,Fasteners,5.04
Office Supplies,4/17/2021,Fasteners,29.05
Office Supplies,5/29/2022,Fasteners,23.55
Office Supplies,5/20/2022,Fasteners,7.41
Office Supplies,9/14/2019,Fasteners,6.048
Office Supplies,10/3/2019,Fasteners,4.344
Office Supplies,10/3/2019,Fasteners,15.072
Office Supplies,3/20/2020,Fasteners,18.864
Office Supplies,7/17/2020,Fasteners,14.432
Office Supplies,12/31/2020,Fasteners,3.488
Office Supplies,3/3/2021,Fasteners,2.304
Office Supplies,4/15/2021,Fasteners,8.04
Office Supplies,8/8/2021,Fasteners,11.168
Office Supplies,9/5/2021,Fasteners,28.44
Office Supplies,9/5/2021,Fasteners,15.808
Office Supplies,10/20/2021,Fasteners,25.248
Office Supplies,11/19/2021,Fasteners,58.368
Office Supplies,11/24/2021,Fasteners,4.344
Office Supplies,5/23/2022,Fasteners,1.824
Office Supplies,7/29/2022,Fasteners,2.896
Office Supplies,9/8/2022,Fasteners,45.92
